pointId,easting,northing,elevation,surveyedAt
P01878,457040.27,5773168.69,12.207,2026-03-03T15:18:00.0000000+00:00
P01879,423505.46,5754434.87,53.011,2026-03-03T15:19:00.0000000+00:00
P01880,476484.30,5767899.14,7.980,2026-03-03T15:20:00.0000000+00:00
P01881,409888.96,5782215.86,19.160,2026-03-03T15:21:00.0000000+00:00
P01882,461713.62,5728223.71,61.878,2026-03-03T15:22:00.0000000+00:00
P01883,485559.38,5734433.14,24.166,2026-03-03T15:23:00.0000000+00:00
P01884,469261.14,5746435.95,45.474,2026-03-03T15:24:00.0000000+00:00
P01885,492457.09,5771040.63,25.710,2026-03-03T15:25:00.0000000+00:00
P01886,407980.52,5779287.37,35.376,2026-03-03T15:26:00.0000000+00:00
P01887,422514.70,5706346.57,6.513,2026-03-03T15:27:00.0000000+00:00
P01888,492502.52,5778241.66,2.208,2026-03-03T15:28:00.0000000+00:00
P01889,466709.62,5703647.51,40.939,2026-03-03T15:29:00.0000000+00:00
P01890,451656.14,5745122.34,84.117,2026-03-03T15:30:00.0000000+00:00
P01891,444967.97,5733792.57,56.152,2026-03-03T15:31:00.0000000+00:00
P01892,408540.48,5798102.96,82.561,2026-03-03T15:32:00.0000000+00:00
P01893,410330.12,5706646.95,3.988,2026-03-03T15:33:00.0000000+00:00
P01894,469185.25,5707204.50,87.666,2026-03-03T15:34:00.0000000+00:00
P01895,467367.56,5707623.85,77.259,2026-03-03T15:35:00.0000000+00:00
P01896,492554.87,5776694.94,10.096,2026-03-03T15:36:00.0000000+00:00
P01897,417528.35,5788947.62,52.542,2026-03-03T15:37:00.0000000+00:00
P01898,422768.69,5770186.47,36.328,2026-03-03T15:38:00.0000000+00:00
P01899,487260.56,5710623.46,59.680,2026-03-03T15:39:00.0000000+00:00
P01900,404556.94,5700902.67,80.065,2026-03-03T15:40:00.0000000+00:00
P01901,407623.23,5762360.72,3.041,2026-03-03T15:41:00.0000000+00:00
P01902,479442.15,5799910.96,69.680,2026-03-03T15:42:00.0000000+00:00
P01903,409919.06,5767784.52,24.270,2026-03-03T15:43:00.0000000+00:00
P01904,496506.19,5715863.74,88.292,2026-03-03T15:44:00.0000000+00:00
P01905,415350.46,5722121.08,81.173,2026-03-03T15:45:00.0000000+00:00
P01906,408785.50,5745451.82,49.349,2026-03-03T15:46:00.0000000+00:00
P01907,491877.50,5765749.66,61.251,2026-03-03T15:47:00.0000000+00:00
P01908,432938.90,5778958.42,32.594,2026-03-03T15:48:00.0000000+00:00
P01909,400308.51,5767397.73,63.699,2026-03-03T15:49:00.0000000+00:00
P01910,490668.32,5725039.33,51.579,2026-03-03T15:50:00.0000000+00:00
P01911,482045.70,5725716.82,79.271,2026-03-03T15:51:00.0000000+00:00
P01912,422636.27,5750820.32,54.767,2026-03-03T15:52:00.0000000+00:00
P01913,461348.30,5751790.90,37.078,2026-03-03T15:53:00.0000000+00:00
P01914,450269.72,5709964.62,7.384,2026-03-03T15:54:00.0000000+00:00
P01915,449995.34,5779837.75,82.225,2026-03-03T15:55:00.0000000+00:00
P01916,409866.58,5793862.07,75.972,2026-03-03T15:56:00.0000000+00:00
P01917,499432.50,5702128.51,17.088,2026-03-03T15:57:00.0000000+00:00
P01918,408592.67,5790502.90,11.401,2026-03-03T15:58:00.0000000+00:00
P01919,418193.99,5791011.17,74.839,2026-03-03T15:59:00.0000000+00:00
P01920,447939.19,5762548.87,29.531,2026-03-03T16:00:00.0000000+00:00
P01921,447317.47,5735758.28,20.023,2026-03-03T16:01:00.0000000+00:00
P01922,482898.53,5746512.54,82.914,2026-03-03T16:02:00.0000000+00:00
P01923,405690.98,5752914.01,48.408,2026-03-03T16:03:00.0000000+00:00
P01924,447934.59,5722526.39,51.917,2026-03-03T16:04:00.0000000+00:00
P01925,431511.92,5775883.09,53.646,2026-03-03T16:05:00.0000000+00:00
P01926,434676.12,5717898.48,4.727,2026-03-03T16:06:00.0000000+00:00
P01927,473072.80,5744419.88,6.589,2026-03-03T16:07:00.0000000+00:00
P01928,493592.63,5708673.99,10.843,2026-03-03T16:08:00.0000000+00:00
P01929,431048.46,5765221.21,35.731,2026-03-03T16:09:00.0000000+00:00
P01930,430665.07,5789895.43,87.303,2026-03-03T16:10:00.0000000+00:00
P01931,426459.72,5793594.81,17.791,2026-03-03T16:11:00.0000000+00:00
P01932,473517.56,5793981.80,25.738,2026-03-03T16:12:00.0000000+00:00
P01933,496443.59,5751618.63,41.936,2026-03-03T16:13:00.0000000+00:00
P01934,483118.31,5781114.91,70.131,2026-03-03T16:14:00.0000000+00:00
P01935,499416.12,5772810.44,16.968,2026-03-03T16:15:00.0000000+00:00
P01936,482835.29,5783507.14,55.347,2026-03-03T16:16:00.0000000+00:00
P01937,465357.11,5743739.29,23.547,2026-03-03T16:17:00.0000000+00:00
P01938,490414.50,5718745.91,22.795,2026-03-03T16:18:00.0000000+00:00
P01939,421545.67,5761447.96,54.648,2026-03-03T16:19:00.0000000+00:00
P01940,449251.34,5794149.80,74.068,2026-03-03T16:20:00.0000000+00:00
P01941,406317.28,5738483.97,87.989,2026-03-03T16:21:00.0000000+00:00
P01942,490314.82,5798074.16,88.344,2026-03-03T16:22:00.0000000+00:00
P01943,449904.53,5705837.26,0.279,2026-03-03T16:23:00.0000000+00:00
P01944,494356.08,5787746.93,20.511,2026-03-03T16:24:00.0000000+00:00
P01945,435451.86,5768258.18,58.267,2026-03-03T16:25:00.0000000+00:00
P01946,440589.84,5729257.36,20.972,2026-03-03T16:26:00.0000000+00:00
P01947,416292.93,5753517.19,0.428,2026-03-03T16:27:00.0000000+00:00
P01948,481493.04,5768875.27,41.072,2026-03-03T16:28:00.0000000+00:00
P01949,459034.22,5733898.66,77.744,2026-03-03T16:29:00.0000000+00:00
P01950,419152.13,5705592.87,55.107,2026-03-03T16:30:00.0000000+00:00
P01951,430695.71,5717587.71,68.133,2026-03-03T16:31:00.0000000+00:00
P01952,405163.13,5730344.08,9.077,2026-03-03T16:32:00.0000000+00:00
P01953,474466.74,5706931.44,10.185,2026-03-03T16:33:00.0000000+00:00
P01954,482303.08,5740239.60,53.418,2026-03-03T16:34:00.0000000+00:00
P01955,492829.74,5798727.54,15.101,2026-03-03T16:35:00.0000000+00:00
P01956,491703.28,5731701.42,80.294,2026-03-03T16:36:00.0000000+00:00
P01957,425266.10,5728376.55,19.332,2026-03-03T16:37:00.0000000+00:00
P01958,476931.50,5712866.26,82.115,2026-03-03T16:38:00.0000000+00:00
P01959,467511.74,5701328.87,4.532,2026-03-03T16:39:00.0000000+00:00
P01960,470523.69,5712076.75,70.018,2026-03-03T16:40:00.0000000+00:00
P01961,414624.50,5795375.20,15.810,2026-03-03T16:41:00.0000000+00:00
P01962,476040.31,5785469.77,17.016,2026-03-03T16:42:00.0000000+00:00
P01963,490146.26,5786563.06,75.091,2026-03-03T16:43:00.0000000+00:00
P01964,429023.66,5782725.87,78.434,2026-03-03T16:44:00.0000000+00:00
P01965,408824.04,5723986.78,65.193,2026-03-03T16:45:00.0000000+00:00
P01966,417330.49,5731630.26,36.715,2026-03-03T16:46:00.0000000+00:00
P01967,437906.56,5733656.31,45.599,2026-03-03T16:47:00.0000000+00:00
P01968,426102.89,5754634.99,87.782,2026-03-03T16:48:00.0000000+00:00
P01969,466641.63,5785661.02,42.118,2026-03-03T16:49:00.0000000+00:00
P01970,419138.27,5763044.51,10.122,2026-03-03T16:50:00.0000000+00:00
P01971,457071.97,5759479.66,54.700,2026-03-03T16:51:00.0000000+00:00
P01972,469969.63,5785882.15,62.273,2026-03-03T16:52:00.0000000+00:00
P01973,475452.97,5716557.22,54.973,2026-03-03T16:53:00.0000000+00:00
P01974,488792.09,5707712.45,10.086,2026-03-03T16:54:00.0000000+00:00
P01975,433720.14,5702893.19,6.134,2026-03-03T16:55:00.0000000+00:00
P01976,408469.85,5745372.21,67.525,2026-03-03T16:56:00.0000000+00:00
P01977,400508.60,5729794.84,26.332,2026-03-03T16:57:00.0000000+00:00
P01978,492337.51,5794515.58,24.494,2026-03-03T16:58:00.0000000+00:00
P01979,495286.96,5766417.65,56.022,2026-03-03T16:59:00.0000000+00:00
P01980,404491.11,5785689.50,29.458,2026-03-03T17:00:00.0000000+00:00
P01981,467164.50,5756261.72,5.830,2026-03-03T17:01:00.0000000+00:00
P01982,481939.53,5722479.63,20.010,2026-03-03T17:02:00.0000000+00:00
P01983,467521.04,5779338.74,48.602,2026-03-03T17:03:00.0000000+00:00
P01984,414149.75,5786846.53,22.109,2026-03-03T17:04:00.0000000+00:00
P01985,447010.42,5722802.43,15.634,2026-03-03T17:05:00.0000000+00:00
P01986,466881.49,5727650.83,15.795,2026-03-03T17:06:00.0000000+00:00
P01987,477025.19,5745013.11,68.735,2026-03-03T17:07:00.0000000+00:00
P01988,426980.31,5774169.65,88.589,2026-03-03T17:08:00.0000000+00:00
P01989,422932.30,5757875.25,32.569,2026-03-03T17:09:00.0000000+00:00
P01990,458984.13,5725682.45,22.638,2026-03-03T17:10:00.0000000+00:00
P01991,460289.38,5737037.59,87.725,2026-03-03T17:11:00.0000000+00:00
P01992,473385.83,5786802.99,87.335,2026-03-03T17:12:00.0000000+00:00
P01993,415249.02,5798961.13,23.931,2026-03-03T17:13:00.0000000+00:00
P01994,436803.81,5744532.63,18.868,2026-03-03T17:14:00.0000000+00:00
P01995,405554.41,5713030.70,22.036,2026-03-03T17:15:00.0000000+00:00
P01996,453892.31,5794439.81,46.375,2026-03-03T17:16:00.0000000+00:00
P01997,436479.67,5734197.01,82.146,2026-03-03T17:17:00.0000000+00:00
P01998,472137.23,5732666.24,9.339,2026-03-03T17:18:00.0000000+00:00
P01999,458033.45,5787276.32,7.438,2026-03-03T17:19:00.0000000+00:00
P02000,419306.96,5718670.50,48.556,2026-03-03T17:20:00.0000000+00:00
P02001,459505.02,5758579.83,41.656,2026-03-03T17:21:00.0000000+00:00
P02002,439106.34,5751591.61,69.585,2026-03-03T17:22:00.0000000+00:00
P02003,459001.35,5789632.29,82.969,2026-03-03T17:23:00.0000000+00:00
P02004,454228.81,5731276.79,11.793,2026-03-03T17:24:00.0000000+00:00
P02005,416406.21,5723252.50,55.547,2026-03-03T17:25:00.0000000+00:00
P02006,418900.86,5714437.78,37.892,2026-03-03T17:26:00.0000000+00:00
P02007,456070.89,5777299.67,76.761,2026-03-03T17:27:00.0000000+00:00
P02008,482345.96,5768806.28,66.733,2026-03-03T17:28:00.0000000+00:00
P02009,454182.89,5704701.21,86.722,2026-03-03T17:29:00.0000000+00:00
P02010,424372.80,5790107.79,60.244,2026-03-03T17:30:00.0000000+00:00
P02011,442409.88,5772207.96,38.905,2026-03-03T17:31:00.0000000+00:00
P02012,444084.80,5793041.00,66.027,2026-03-03T17:32:00.0000000+00:00
P02013,419698.87,5796000.55,87.159,2026-03-03T17:33:00.0000000+00:00
P02014,410516.87,5747926.49,86.724,2026-03-03T17:34:00.0000000+00:00
P02015,450005.97,5790424.42,48.617,2026-03-03T17:35:00.0000000+00:00
P02016,499158.76,5722304.52,22.967,2026-03-03T17:36:00.0000000+00:00
P02017,403894.85,5754152.78,76.930,2026-03-03T17:37:00.0000000+00:00
P02018,480272.53,5715609.01,1.086,2026-03-03T17:38:00.0000000+00:00
P02019,476268.69,5783664.74,61.790,2026-03-03T17:39:00.0000000+00:00
P02020,476535.92,5792038.99,42.452,2026-03-03T17:40:00.0000000+00:00
P02021,400087.01,5726276.31,1.969,2026-03-03T17:41:00.0000000+00:00
P02022,480401.66,5762629.99,46.112,2026-03-03T17:42:00.0000000+00:00
P02023,461827.32,5702982.54,62.426,2026-03-03T17:43:00.0000000+00:00
P02024,456835.48,5795252.81,59.849,2026-03-03T17:44:00.0000000+00:00
P02025,478051.25,5708075.43,68.321,2026-03-03T17:45:00.0000000+00:00
P02026,404703.04,5738582.08,70.827,2026-03-03T17:46:00.0000000+00:00
P02027,466753.48,5752607.18,19.351,2026-03-03T17:47:00.0000000+00:00
P02028,446059.77,5717918.72,11.365,2026-03-03T17:48:00.0000000+00:00
P02029,476079.21,5722805.49,38.988,2026-03-03T17:49:00.0000000+00:00
P02030,450010.18,5736017.41,47.761,2026-03-03T17:50:00.0000000+00:00
P02031,488923.37,5790559.30,85.471,2026-03-03T17:51:00.0000000+00:00
P02032,472702.52,5754015.20,79.207,2026-03-03T17:52:00.0000000+00:00
P02033,490018.38,5726417.60,32.888,2026-03-03T17:53:00.0000000+00:00
P02034,467059.05,5712729.71,60.546,2026-03-03T17:54:00.0000000+00:00
P02035,409316.55,5761205.39,52.598,2026-03-03T17:55:00.0000000+00:00
P02036,446734.25,5795673.76,26.844,2026-03-03T17:56:00.0000000+00:00
P02037,444553.15,5782456.70,89.593,2026-03-03T17:57:00.0000000+00:00
P02038,482500.55,5733494.02,53.047,2026-03-03T17:58:00.0000000+00:00
P02039,472451.89,5782677.47,66.476,2026-03-03T17:59:00.0000000+00:00
P02040,463448.17,5769994.35,19.392,2026-03-03T18:00:00.0000000+00:00
P02041,485940.32,5794059.94,66.626,2026-03-03T18:01:00.0000000+00:00
P02042,425045.13,5708538.41,14.201,2026-03-03T18:02:00.0000000+00:00
P02043,406432.96,5705996.53,80.113,2026-03-03T18:03:00.0000000+00:00
P02044,421169.07,5795898.56,60.690,2026-03-03T18:04:00.0000000+00:00
P02045,477176.99,5751217.48,11.123,2026-03-03T18:05:00.0000000+00:00
P02046,414439.08,5794362.43,76.666,2026-03-03T18:06:00.0000000+00:00
P02047,465302.88,5782354.70,69.458,2026-03-03T18:07:00.0000000+00:00
P02048,496162.30,5774283.62,36.779,2026-03-03T18:08:00.0000000+00:00
P02049,441604.10,5728307.58,13.139,2026-03-03T18:09:00.0000000+00:00
P02050,443364.29,5765725.25,15.738,2026-03-03T18:10:00.0000000+00:00
P02051,411470.76,5700608.96,24.069,2026-03-03T18:11:00.0000000+00:00
P02052,425760.63,5711455.39,79.007,2026-03-03T18:12:00.0000000+00:00
P02053,428959.50,5730188.50,54.367,2026-03-03T18:13:00.0000000+00:00
P02054,494725.14,5758909.73,5.028,2026-03-03T18:14:00.0000000+00:00
P02055,484014.55,5793930.80,89.553,2026-03-03T18:15:00.0000000+00:00
P02056,400962.40,5771353.08,53.000,2026-03-03T18:16:00.0000000+00:00
P02057,445194.99,5702925.67,33.774,2026-03-03T18:17:00.0000000+00:00
P02058,466494.02,5722016.27,26.643,2026-03-03T18:18:00.0000000+00:00
P02059,483771.93,5769092.28,27.023,2026-03-03T18:19:00.0000000+00:00
P02060,414979.38,5770505.97,10.717,2026-03-03T18:20:00.0000000+00:00
P02061,412998.45,5763409.56,34.478,2026-03-03T18:21:00.0000000+00:00
P02062,429365.20,5791028.30,4.603,2026-03-03T18:22:00.0000000+00:00
P02063,433869.27,5777828.81,6.041,2026-03-03T18:23:00.0000000+00:00
P02064,480883.56,5726037.29,86.065,2026-03-03T18:24:00.0000000+00:00
P02065,486303.72,5709923.68,84.211,2026-03-03T18:25:00.0000000+00:00
P02066,429563.47,5787743.31,48.914,2026-03-03T18:26:00.0000000+00:00
P02067,414046.10,5763951.74,88.092,2026-03-03T18:27:00.0000000+00:00
P02068,473334.53,5788369.08,85.029,2026-03-03T18:28:00.0000000+00:00
P02069,424534.33,5731430.66,15.557,2026-03-03T18:29:00.0000000+00:00
P02070,445746.83,5748728.56,62.663,2026-03-03T18:30:00.0000000+00:00
P02071,437890.60,5727009.69,0.574,2026-03-03T18:31:00.0000000+00:00
P02072,472654.02,5773017.86,60.963,2026-03-03T18:32:00.0000000+00:00
P02073,440219.06,5758203.16,50.429,2026-03-03T18:33:00.0000000+00:00
P02074,418190.77,5776970.06,40.599,2026-03-03T18:34:00.0000000+00:00
P02075,489701.63,5730659.31,76.709,2026-03-03T18:35:00.0000000+00:00
P02076,442706.57,5740678.97,32.378,2026-03-03T18:36:00.0000000+00:00
P02077,482217.03,5753097.30,32.923,2026-03-03T18:37:00.0000000+00:00
P02078,429937.38,5766119.35,23.101,2026-03-03T18:38:00.0000000+00:00
P02079,497571.28,5727197.05,34.921,2026-03-03T18:39:00.0000000+00:00
P02080,489342.30,5715920.67,72.373,2026-03-03T18:40:00.0000000+00:00
P02081,426754.40,5717334.02,39.102,2026-03-03T18:41:00.0000000+00:00
P02082,455659.42,5770371.20,31.527,2026-03-03T18:42:00.0000000+00:00
P02083,489880.87,5741567.84,69.063,2026-03-03T18:43:00.0000000+00:00
P02084,493840.54,5737115.20,30.564,2026-03-03T18:44:00.0000000+00:00
P02085,443725.36,5718536.48,7.053,2026-03-03T18:45:00.0000000+00:00
P02086,421925.15,5723243.15,3.953,2026-03-03T18:46:00.0000000+00:00
P02087,474999.27,5794452.55,71.835,2026-03-03T18:47:00.0000000+00:00
P02088,439773.77,5794340.74,14.514,2026-03-03T18:48:00.0000000+00:00
P02089,450581.04,5753890.09,65.255,2026-03-03T18:49:00.0000000+00:00
P02090,400210.06,5706291.60,52.067,2026-03-03T18:50:00.0000000+00:00
P02091,491673.07,5734286.64,88.194,2026-03-03T18:51:00.0000000+00:00
P02092,429550.74,5783033.46,8.491,2026-03-03T18:52:00.0000000+00:00
P02093,411862.37,5775174.53,72.571,2026-03-03T18:53:00.0000000+00:00
P02094,462118.69,5721085.67,88.035,2026-03-03T18:54:00.0000000+00:00
P02095,451497.12,5741958.97,14.979,2026-03-03T18:55:00.0000000+00:00
P02096,489062.14,5769477.87,57.723,2026-03-03T18:56:00.0000000+00:00
P02097,449245.74,5778783.74,40.417,2026-03-03T18:57:00.0000000+00:00
P02098,468392.04,5795068.04,87.352,2026-03-03T18:58:00.0000000+00:00
P02099,450413.46,5725496.49,88.890,2026-03-03T18:59:00.0000000+00:00
P02100,485646.24,5709181.30,12.861,2026-03-03T19:00:00.0000000+00:00
P02101,477468.31,5758548.85,51.955,2026-03-03T19:01:00.0000000+00:00
P02102,479709.24,5773695.02,3.059,2026-03-03T19:02:00.0000000+00:00
P02103,478396.87,5724469.79,88.935,2026-03-03T19:03:00.0000000+00:00
P02104,408520.46,5714576.06,42.689,2026-03-03T19:04:00.0000000+00:00
P02105,472466.39,5715366.80,1.396,2026-03-03T19:05:00.0000000+00:00
P02106,463122.18,5761306.92,87.129,2026-03-03T19:06:00.0000000+00:00
P02107,483212.83,5747216.99,22.736,2026-03-03T19:07:00.0000000+00:00
P02108,461582.47,5742289.19,63.115,2026-03-03T19:08:00.0000000+00:00
P02109,464575.06,5725843.15,19.666,2026-03-03T19:09:00.0000000+00:00
P02110,471534.70,5784652.89,11.171,2026-03-03T19:10:00.0000000+00:00
P02111,480147.99,5722067.34,35.857,2026-03-03T19:11:00.0000000+00:00
P02112,444645.85,5789758.11,86.153,2026-03-03T19:12:00.0000000+00:00
P02113,446363.08,5721797.40,40.996,2026-03-03T19:13:00.0000000+00:00
P02114,426644.52,5769237.03,14.957,2026-03-03T19:14:00.0000000+00:00
P02115,413829.47,5796370.94,19.266,2026-03-03T19:15:00.0000000+00:00
P02116,428305.93,5770717.30,17.257,2026-03-03T19:16:00.0000000+00:00
P02117,451533.27,5707795.56,67.849,2026-03-03T19:17:00.0000000+00:00
P02118,421794.53,5710208.10,62.132,2026-03-03T19:18:00.0000000+00:00
P02119,444893.30,5725689.84,56.596,2026-03-03T19:19:00.0000000+00:00
P02120,447962.76,5783421.26,18.922,2026-03-03T19:20:00.0000000+00:00
P02121,489420.50,5764586.63,74.025,2026-03-03T19:21:00.0000000+00:00
P02122,444679.16,5789558.96,80.175,2026-03-03T19:22:00.0000000+00:00
P02123,491903.70,5778023.84,73.627,2026-03-03T19:23:00.0000000+00:00
P02124,485545.03,5778283.83,44.905,2026-03-03T19:24:00.0000000+00:00
P02125,400967.43,5730629.11,73.430,2026-03-03T19:25:00.0000000+00:00
P02126,442296.25,5707367.15,60.248,2026-03-03T19:26:00.0000000+00:00
P02127,420402.58,5769858.07,59.528,2026-03-03T19:27:00.0000000+00:00
P02128,423653.48,5741117.08,83.928,2026-03-03T19:28:00.0000000+00:00
P02129,481659.63,5794315.20,36.168,2026-03-03T19:29:00.0000000+00:00
P02130,413942.06,5700309.74,55.398,2026-03-03T19:30:00.0000000+00:00
P02131,471884.33,5734292.46,48.642,2026-03-03T19:31:00.0000000+00:00
P02132,410171.76,5703066.53,57.233,2026-03-03T19:32:00.0000000+00:00
P02133,492933.77,5737616.25,53.009,2026-03-03T19:33:00.0000000+00:00
P02134,449460.92,5750304.37,26.183,2026-03-03T19:34:00.0000000+00:00
P02135,448758.21,5784449.90,1.608,2026-03-03T19:35:00.0000000+00:00
P02136,424558.46,5796559.30,32.321,2026-03-03T19:36:00.0000000+00:00
P02137,418598.77,5795030.76,88.167,2026-03-03T19:37:00.0000000+00:00
P02138,489756.28,5799869.70,24.629,2026-03-03T19:38:00.0000000+00:00
P02139,479191.88,5746756.99,22.693,2026-03-03T19:39:00.0000000+00:00
P02140,489548.34,5704267.15,87.321,2026-03-03T19:40:00.0000000+00:00
P02141,479772.19,5774706.42,25.174,2026-03-03T19:41:00.0000000+00:00
P02142,426767.62,5742041.05,6.823,2026-03-03T19:42:00.0000000+00:00
P02143,405877.72,5794837.33,43.008,2026-03-03T19:43:00.0000000+00:00
P02144,418469.77,5793971.21,10.130,2026-03-03T19:44:00.0000000+00:00
P02145,414060.25,5721846.27,36.017,2026-03-03T19:45:00.0000000+00:00
P02146,427855.02,5779440.62,87.783,2026-03-03T19:46:00.0000000+00:00
P02147,442008.47,5799907.82,39.647,2026-03-03T19:47:00.0000000+00:00
P02148,420876.73,5781754.64,84.519,2026-03-03T19:48:00.0000000+00:00
P02149,474478.55,5786029.03,87.199,2026-03-03T19:49:00.0000000+00:00
P02150,438145.58,5708247.61,25.034,2026-03-03T19:50:00.0000000+00:00
P02151,495604.99,5722472.40,69.041,2026-03-03T19:51:00.0000000+00:00
P02152,402897.42,5775443.16,82.005,2026-03-03T19:52:00.0000000+00:00
P02153,400964.36,5733548.29,0.376,2026-03-03T19:53:00.0000000+00:00
P02154,431323.49,5731633.69,47.844,2026-03-03T19:54:00.0000000+00:00
P02155,415700.24,5705160.59,22.388,2026-03-03T19:55:00.0000000+00:00
P02156,470118.80,5719316.96,78.446,2026-03-03T19:56:00.0000000+00:00
P02157,442294.80,5796060.77,55.505,2026-03-03T19:57:00.0000000+00:00
P02158,476538.58,5764379.85,2.614,2026-03-03T19:58:00.0000000+00:00
P02159,486409.08,5757585.70,27.785,2026-03-03T19:59:00.0000000+00:00
P02160,471805.25,5746760.37,22.531,2026-03-03T20:00:00.0000000+00:00
P02161,498990.43,5718196.36,41.112,2026-03-03T20:01:00.0000000+00:00
P02162,481226.04,5749235.88,78.200,2026-03-03T20:02:00.0000000+00:00
P02163,441607.53,5788117.81,83.947,2026-03-03T20:03:00.0000000+00:00
P02164,420117.30,5722030.43,65.158,2026-03-03T20:04:00.0000000+00:00
P02165,481295.99,5750073.40,22.610,2026-03-03T20:05:00.0000000+00:00
P02166,497935.04,5755953.42,70.181,2026-03-03T20:06:00.0000000+00:00
P02167,432363.39,5711653.53,3.979,2026-03-03T20:07:00.0000000+00:00
P02168,412198.97,5722030.37,26.765,2026-03-03T20:08:00.0000000+00:00
P02169,490431.90,5732413.52,16.943,2026-03-03T20:09:00.0000000+00:00
P02170,431145.55,5770342.02,49.468,2026-03-03T20:10:00.0000000+00:00
P02171,461126.40,5779831.88,81.825,2026-03-03T20:11:00.0000000+00:00
P02172,464137.98,5775104.70,43.533,2026-03-03T20:12:00.0000000+00:00
P02173,483103.66,5725953.24,28.755,2026-03-03T20:13:00.0000000+00:00
P02174,493796.43,5770568.73,45.339,2026-03-03T20:14:00.0000000+00:00
P02175,428661.45,5786460.61,10.233,2026-03-03T20:15:00.0000000+00:00
P02176,447765.29,5784709.64,82.638,2026-03-03T20:16:00.0000000+00:00
P02177,418102.24,5706641.39,66.302,2026-03-03T20:17:00.0000000+00:00
P02178,401482.20,5742020.79,62.509,2026-03-03T20:18:00.0000000+00:00
P02179,468443.07,5723736.94,7.114,2026-03-03T20:19:00.0000000+00:00
P02180,476245.87,5790123.45,53.449,2026-03-03T20:20:00.0000000+00:00
P02181,496130.02,5786985.51,20.187,2026-03-03T20:21:00.0000000+00:00
P02182,468639.18,5774887.62,5.074,2026-03-03T20:22:00.0000000+00:00
P02183,468873.54,5770444.40,64.299,2026-03-03T20:23:00.0000000+00:00
P02184,491911.49,5777031.35,83.046,2026-03-03T20:24:00.0000000+00:00
P02185,499614.52,5721422.73,79.044,2026-03-03T20:25:00.0000000+00:00
P02186,473678.72,5764540.61,38.707,2026-03-03T20:26:00.0000000+00:00
P02187,443262.49,5798176.23,9.506,2026-03-03T20:27:00.0000000+00:00
P02188,476031.06,5701057.16,23.542,2026-03-03T20:28:00.0000000+00:00
P02189,441020.35,5715634.60,48.099,2026-03-03T20:29:00.0000000+00:00
P02190,467952.60,5709467.82,46.693,2026-03-03T20:30:00.0000000+00:00
P02191,497293.95,5729669.70,79.337,2026-03-03T20:31:00.0000000+00:00
P02192,442948.07,5711047.99,87.222,2026-03-03T20:32:00.0000000+00:00
P02193,431736.68,5739173.26,53.868,2026-03-03T20:33:00.0000000+00:00
P02194,403630.83,5726982.67,29.526,2026-03-03T20:34:00.0000000+00:00
P02195,488776.13,5718214.54,84.827,2026-03-03T20:35:00.0000000+00:00
P02196,461309.60,5797587.28,23.150,2026-03-03T20:36:00.0000000+00:00
P02197,420965.05,5717819.67,65.187,2026-03-03T20:37:00.0000000+00:00
P02198,443167.41,5738868.93,25.853,2026-03-03T20:38:00.0000000+00:00
P02199,470726.41,5701080.22,70.687,2026-03-03T20:39:00.0000000+00:00
P02200,442325.30,5763172.77,73.750,2026-03-03T20:40:00.0000000+00:00
P02201,415574.88,5713513.28,34.360,2026-03-03T20:41:00.0000000+00:00
P02202,424689.02,5742594.24,4.539,2026-03-03T20:42:00.0000000+00:00
P02203,469002.36,5710068.08,21.908,2026-03-03T20:43:00.0000000+00:00
P02204,413800.95,5784996.32,75.521,2026-03-03T20:44:00.0000000+00:00
P02205,481638.38,5782297.28,77.959,2026-03-03T20:45:00.0000000+00:00
P02206,451855.43,5723857.42,46.849,2026-03-03T20:46:00.0000000+00:00
P02207,405224.14,5702993.02,61.256,2026-03-03T20:47:00.0000000+00:00
P02208,442787.46,5736125.47,48.423,2026-03-03T20:48:00.0000000+00:00
P02209,458704.34,5706046.72,56.862,2026-03-03T20:49:00.0000000+00:00
P02210,490007.82,5704395.61,42.996,2026-03-03T20:50:00.0000000+00:00
P02211,453794.95,5716324.46,65.614,2026-03-03T20:51:00.0000000+00:00
P02212,430095.26,5784670.25,2.092,2026-03-03T20:52:00.0000000+00:00
P02213,487876.11,5726751.59,81.373,2026-03-03T20:53:00.0000000+00:00
P02214,416021.34,5785020.39,63.524,2026-03-03T20:54:00.0000000+00:00
P02215,489879.79,5780763.37,47.689,2026-03-03T20:55:00.0000000+00:00
P02216,480594.43,5768148.03,44.727,2026-03-03T20:56:00.0000000+00:00
P02217,409279.96,5774292.74,15.274,2026-03-03T20:57:00.0000000+00:00
P02218,457633.33,5731062.96,75.521,2026-03-03T20:58:00.0000000+00:00
P02219,459528.30,5792696.67,40.121,2026-03-03T20:59:00.0000000+00:00
P02220,414674.13,5725763.63,51.927,2026-03-03T21:00:00.0000000+00:00
P02221,480703.92,5773379.15,40.591,2026-03-03T21:01:00.0000000+00:00
P02222,441052.84,5762043.53,45.939,2026-03-03T21:02:00.0000000+00:00
P02223,463038.41,5717478.57,74.364,2026-03-03T21:03:00.0000000+00:00
P02224,421398.93,5795128.28,70.221,2026-03-03T21:04:00.0000000+00:00
P02225,476253.13,5798512.55,79.351,2026-03-03T21:05:00.0000000+00:00
P02226,447029.45,5739329.81,84.245,2026-03-03T21:06:00.0000000+00:00
